link,title,category,latitude,longitude,address
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135a97881b5e229:0x529330cdc32107c8!8m2!3d21.0504225!4d105.884753!16s%2Fg%2F11fx8h_vm7!19sChIJKeK1gXipNTERyAchw80wk1I?authuser=0&hl=en&rclk=1,Vietcombank,Bank,21.050422,105.884753,"564 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội"
https://www.google.com/maps/place/ATM+-+Vietcombank/data=!4m7!3m6!1s0x3135a956ac0e439f:0x5a7c8e357b8d4e0b!8m2!3d21.0627856!4d105.9025851!16s%2Fg%2F11t5lsrfn8!19sChIJn0MOrFapNTERC06NezWOfFo?authuser=0&hl=en&rclk=1,ATM - Vietcombank,ATM,21.062786,105.902585,"1 P. Vạn Hạnh, Khu đô thị Việt Hưng, Long Biên, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135a96ab5321857:0xe67d3b8a01a2b31!8m2!3d21.0272874!4d105.8994748!16s%2Fg%2F11g8xg33pw!19sChIJVxgytWqpNTERMSsaoLjTZw4?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,21.027287,105.899475,"75 Đ. Cổ Linh, Long Biên, Hà Nội"
https://www.google.com/maps/place/Vietcombank+ATM/data=!4m7!3m6!1s0x3135ac1b50f66e4f:0xf20d6af70bae93dc!8m2!3d20.993913!4d105.8676107!16s%2Fg%2F11clvv661p!19sChIJT272UBusNTER3JOuC_dqDfI?authuser=0&hl=en&rclk=1,Vietcombank ATM,Bank,20.993913,105.867611,"1 458, Khu đô thị Times City, Hai Bà Trưng, Hà Nội 100000"
https://www.google.com/maps/place/Vietcombank+ATM/data=!4m7!3m6!1s0x3135aae6ea9ccc71:0x51156e317d63b02a!8m2!3d21.0649427!4d105.8098132!16s%2Fg%2F11tk8mdv53!19sChIJccyc6uaqNTERKrBjfTFuFVE?authuser=0&hl=en&rclk=1,Vietcombank ATM,ATM,21.064943,105.809813,"Xuân La, Tây Hồ, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135ac18be7fd799:0xbfe7c3dfcf17845!8m2!3d20.983468!4d105.8674158!16s%2Fg%2F11b90jvpk0!19sChIJmdd_vhisNTERRXjx_D18_gs?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,20.983468,105.867416,"XVM8+9XM ATM Vietcombank, Tòa nhà ICT, KCN, Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
https://www.google.com/maps/place/VCB+ATM/data=!4m7!3m6!1s0x3135ab7d5e375ec7:0x240f9ecb050c6d12!8m2!3d21.0327886!4d105.8072844!16s%2Fg%2F11h2hdl77f!19sChIJx143Xn2rNTEREm0MBcueDyQ?authuser=0&hl=en&rclk=1,VCB ATM,ATM,21.032789,105.807284,"39 P. Đào Tấn, Ngọc Khánh, Ba Đình, Hà Nội"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135ab124f7c0203:0xffd3e8d9786e6cce!8m2!3d21.0378219!4d105.8149603!16s%2Fg%2F11dzw751qw!19sChIJAwJ8TxKrNTERzmxueNno0_8?authuser=0&hl=en&rclk=1,Vietcombank,Bank,21.037822,105.81496,"84 Đ. Văn Cao, Liễu Giai, Ba Đình, Hà Nội"
https://www.google.com/maps/place/Vietcombank+PGD+H%C3%A0o+Nam/data=!4m7!3m6!1s0x3135ab007a433c99:0xe40a7808c22c254e!8m2!3d21.0243265!4d105.826873!16s%2Fg%2F11y63mb8vn!19sChIJmTxDegCrNTERTiUswgh4CuQ?authuser=0&hl=en&rclk=1,Vietcombank PGD Hào Nam,Bank,21.024327,105.826873,"85 P. Hào Nam, Chợ Dừa, Đống Đa, Hà Nội"
https://www.google.com/maps/place/ATM+Vietinbank/data=!4m7!3m6!1s0x3135ab942f867af3:0xac7e2afa449c4af6!8m2!3d21.0265064!4d105.8472092!16s%2Fg%2F1pzs732nh!19sChIJ83qGL5SrNTER9kqcRPoqfqw?authuser=0&hl=en&rclk=1,ATM Vietinbank,ATM,21.026506,105.847209,"43, Phố P. Tràng Thi, Hàng Bông, Hoàn Kiếm, Hà Nội"
https://www.google.com/maps/place/Vietcombank+Th%C3%A1i+H%C3%A0/data=!4m7!3m6!1s0x3135ad583f96aab9:0x20d69a077a60bffd!8m2!3d21.0092964!4d105.8235749!16s%2Fg%2F11j4_fnxh5!19sChIJuaqWP1itNTER_b9gegea1iA?authuser=0&hl=en&rclk=1,Vietcombank Thái Hà,Bank,21.009296,105.823575,"1 P. Thái Hà, Trung Liệt, Đống Đa, Hà Nội"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135ab480a0a8f1d:0x154aecf4a2186d60!8m2!3d21.0348491!4d105.7938034!16s%2Fg%2F11ddznp4r_!19sChIJHY8KCkirNTERYG0YovTsShU?authuser=0&hl=en&rclk=1,Vietcombank,ATM,21.034849,105.793803,"299 Đ. Cầu Giấy, Dịch Vọng, Cầu Giấy, Hà Nội 11311"
https://www.google.com/maps/place/VCB+ATM/data=!4m7!3m6!1s0x3135aaf88e15978d:0x71f8652979cdb549!8m2!3d21.0639699!4d105.828096!16s%2Fg%2F1tdcz4qm!19sChIJjZcVjviqNTERSbXNeSll-HE?authuser=0&hl=en&rclk=1,VCB ATM,ATM,21.06397,105.828096,"3R7H+H6Q VCB ATM, Quảng An, Tây Hồ, Hà Nội"
https://www.google.com/maps/place/ATM+VCB/data=!4m7!3m6!1s0x3135ab8c7046ff8b:0xcec2291935628571!8m2!3d21.046462!4d105.7903929!16s%2Fg%2F11sl08spyy!19sChIJi_9GcIyrNTERcYViNRkpws4?authuser=0&hl=en&rclk=1,ATM VCB,ATM,21.046462,105.790393,"kiốt 3 Đường Bệnh Viện E, Cổ Nhuế, Bắc Từ Liêm, Hà Nội"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135a9973e4d1993:0x788cd7e46a99a1d0!8m2!3d21.0627972!4d105.8950305!16s%2Fg%2F1pztwly15!19sChIJkxlNPpepNTER0KGZauTXjHg?authuser=0&hl=en&rclk=1,Vietcombank,ATM,21.062797,105.89503,"3V7W+426 Vietcombank, Đức Giang, Long Biên, Hà Nội"
https://www.google.com/maps/place/ATM+Ng%C3%A2n+H%C3%A0ng+Ph%C6%B0%C6%A1ng+Nam+-+VCB+C%E1%BA%A7u+G%E1%BB%97+-+PGD+S%E1%BB%91+10/data=!4m7!3m6!1s0x3135abc0762dc01b:0x94c7e54b3eaf27d5!8m2!3d21.0323467!4d105.8517266!16s%2Fg%2F11btmqzz3j!19sChIJG8AtdsCrNTER1SevPkvlx5Q?authuser=0&hl=en&rclk=1,ATM Ngân Hàng Phương Nam - VCB Cầu Gỗ - PGD Số 10,ATM,21.032347,105.851727,"110 P. Cầu Gỗ, Hàng Đào, Hoàn Kiếm, Hà Nội"
https://www.google.com/maps/place/ATM+Vietinbank+-+No.17+Ta+Quang+Buu+Transaction/data=!4m7!3m6!1s0x3135ac743bc0eaad:0x64e4e7d5694ea600!8m2!3d21.0038485!4d105.8476587!16s%2Fg%2F1pzpm28n2!19sChIJrerAO3SsNTERAKZOadXn5GQ?authuser=0&hl=en&rclk=1,ATM Vietinbank - No.17 Ta Quang Buu Transaction,ATM,21.003849,105.847659,"17 P. Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135ab31c9cc66a1:0xe65eebf525c572fc!8m2!3d21.0465526!4d105.7903349!16s%2Fg%2F11sdvdwv98!19sChIJoWbMyTGrNTER_HLFJfXrXuY?authuser=0&hl=en&rclk=1,Vietcombank,ATM,21.046553,105.790335,"Nghĩa Tân, Cầu Giấy, Hà Nội"
https://www.google.com/maps/place/Atm+Vietinbank+Qu%C3%A1n+Th%C3%A1nh/data=!4m7!3m6!1s0x3135abba416f2229:0x8d353fa8d22a55a2!8m2!3d21.0410972!4d105.8448785!16s%2Fg%2F11h7s4bhqy!19sChIJKSJvQbqrNTERolUq0qg_NY0?authuser=0&hl=en&rclk=1,Atm Vietinbank Quán Thánh,ATM,21.041097,105.844878,"80 P. Quán Thánh, Nguyễn Trung Trực, Hoàn Kiếm, Hà Nội"
https://www.google.com/maps/place/ATM+TECHCOMBANK+ATM+PGD+KHAM+THIEN/data=!4m7!3m6!1s0x3135abf696bb935d:0xe4e8db56bd7a6162!8m2!3d21.019357!4d105.835049!16s%2Fg%2F11gtz15yty!19sChIJXZO7lvarNTERYmF6vVbb6OQ?authuser=0&hl=en&rclk=1,ATM TECHCOMBANK ATM PGD KHAM THIEN,ATM,21.019357,105.835049,"228 P. Khâm Thiên, Street, Đống Đa, Hà Nội"
